Date,FY,Products,dia,dia group,grade,type,length,Voucher Type,Quantity,Rate,Value
4/30/2018,FY 19,CUSTOMISED 08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,CAB,CUSTOMISED,Sales A/c GST,0.55,50300,27665
4/30/2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,13.46,50000,673000
4/30/2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4,48500,194000
4/30/2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.26,48000,252480
4/30/2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,11.71,45700,535147
4/30/2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,45200,681954.5
4/30/2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.63,45200,118876
4/30/2018,FY 19,CUSTOMISED 08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,CAB,CUSTOMISED,Sales A/c GST,7.76,52900,410504
4/30/2018,FY 19,CUSTOMISED 08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,CAB,CUSTOMISED,Sales A/c GST,2.63,52900,139127
05-02-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.98,50000,149000
05-02-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.01,48000,240480
05-02-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.88,48000,186240
05-02-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.1,50000,305000
05-02-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2,48500,97000
05-02-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.81,48000,86880
05-02-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.78,51000,192780
05-02-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.92,49500,194040
05-02-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3,49000,147000
05-02-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,49000,681954.5
05-02-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,13.25,47500,629375
05-02-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.21,47000,667870
05-02-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.5,49000,24500
05-02-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.84,47000,39480
05-02-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.99,47000,140530
05-02-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.36,47000,110920
05-02-2018,FY 19,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.58,47000,168260
05-03-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.25,50000,62500
05-03-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.6,48500,77600
05-03-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.99,48000,47520
05-03-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.85,49500,91575
05-03-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.22,48000,250560
05-03-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,11.11,50000,555500
05-03-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.41,48500,165385
05-03-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,10.52,48000,504960
05-03-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.5,48800,73200
05-03-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.51,46800,257868
05-03-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.08,49000,52920
05-03-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,47500,681954.5
05-03-2018,FY 19,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.37,47000,158390
05-03-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.99,50000,249500
05-03-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.97,48500,95545
05-03-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3,48000,144000
05-04-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.4,48200,67480
05-04-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.69,46700,32223
05-04-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.34,46200,108108
05-04-2018,FY 19,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.47,46200,67914
05-04-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,13.74,50250,681954.5
05-04-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.03,48750,196462.5
05-04-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,10.44,48250,503730
05-04-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,10.11,49000,495390
05-05-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.17,46000,237820
05-05-2018,FY 19,28MM TATA TISCON FE500D (S),28 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,46000,681954.5
05-05-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1,49500,49500
05-05-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.91,48000,187680
05-05-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.02,50000,301000
05-05-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.01,48500,194485
05-05-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.98,48000,95040
05-05-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.11,46500,98115
05-05-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.39,46500,204135
05-05-2018,FY 19,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,11.07,46500,514755
05-05-2018,FY 19,32MM TATA TISCON FE500D (S),32 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,10.21,46500,474765
05-05-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,11.12,48000,533760
05-05-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,11.44,46500,531960
05-05-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.02,50000,101000
05-05-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.72,48500,374420
05-05-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.96,48000,46080
05-05-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.18,48000,8640
05-05-2018,FY 19,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.26,48000,12480
05-05-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,49000,681954.5
05-05-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.96,47500,330600
05-05-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,10.45,47000,491150
05-05-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.03,50400,203112
05-05-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.97,48900,96333
05-05-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.98,48400,192632
05-05-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.06,50000,253000
05-05-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.06,48000,242880
05-07-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.92,50000,446000
05-07-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.18,48500,154230
05-07-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.88,48000,234240
05-07-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.77,50000,238500
05-07-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.48,48500,23280
05-07-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.49,48000,23520
05-07-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.99,48000,47520
05-07-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.4,46500,158100
05-07-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,9.36,46000,430560
05-07-2018,FY 19,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,9.62,46000,442520
05-07-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,48500,681954.5
05-07-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.95,48000,429600
05-07-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,12.39,50000,619500
05-07-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,13.77,48000,660960
05-07-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,50250,681954.5
05-07-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.76,48750,183300
05-07-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.35,48250,258137.5
05-07-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,13.44,48500,651840
05-07-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.71,46500,358515
05-07-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.13,46500,238545
05-07-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.04,46500,94860
05-07-2018,FY 19,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.33,46500,61845
05-07-2018,FY 19,CUSTOMISED 16 MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,14.55875,49500,681954.5
05-08-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.03,50000,251500
05-08-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.89,48000,234720
05-08-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.99,48000,95520
05-08-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.1,48800,102480
05-08-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.27,47300,60071
05-08-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.25,46800,11700
05-08-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.13,46800,52884
05-08-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.17,46800,54756
05-08-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.52,48800,25376
05-08-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.61,47300,76153
05-08-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.59,46800,27612
05-08-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.38,46800,17784
05-08-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1,49700,49700
05-08-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.01,47700,95877
05-08-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.04,47700,97308
05-08-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.92,48800,142496
05-08-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.95,47300,44935
05-08-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.5,46800,70200
05-08-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.02,49000,98980
05-08-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.39,47500,161025
05-08-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.34,47000,15980
05-08-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.96,47000,374120
05-08-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,48000,681954.5
05-08-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,50000,681954.5
05-08-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.95,48000,381600
05-08-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.52,46500,163680
05-08-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.86,46000,177560
05-08-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.07,46000,187220
05-08-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.07,46000,95220
05-09-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.12,50000,256000
05-09-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.84,48500,137740
05-09-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.06,48000,146880
05-09-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5,50000,250000
05-09-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.97,48500,192545
05-09-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.99,48000,95520
05-09-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,46000,681954.5
05-09-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.76,46000,218960
05-09-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,46000,681954.5
05-09-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.1,50400,156240
05-09-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.05,48900,51345
05-09-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.01,48400,97284
05-09-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.03,48400,243452
05-09-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.95,49500,96525
05-09-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.8,48000,182400
05-09-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.1,47500,289750
05-10-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.04,50000,202000
05-10-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.8,48500,135800
05-10-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.98,48000,191040
05-10-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.08,48000,147840
05-10-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.99,48000,95520
05-10-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.96,49800,346608
05-10-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1,49300,49300
05-10-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.02,49300,99586
05-10-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.09,50400,256536
05-10-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.02,48400,242968
05-10-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,11.97,48750,583537.5
05-10-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.5,48250,681954.5
05-10-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.78,49200,235176
05-10-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.72,47700,129744
05-10-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.49,47200,23128
05-10-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.54,47200,167088
05-10-2018,FY 19,20MM TATA TISCON FE500D (S),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.47,47200,116584
05-10-2018,FY 19,25MM TATA TISCON FE500D (S),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.61,47200,75992
05-10-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.81,48800,39528
05-10-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.87,47300,41151
05-10-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.9,46800,42120
05-10-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.47,46800,21996
05-10-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.59,48800,28792
05-10-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.21,47300,57233
05-10-2018,FY 19,12MM TATA TISCON FE500D (S),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.33,46800,15444
05-10-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.6,46800,28080
05-11-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.66,50000,183000
05-11-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.92,48500,44620
05-11-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.05,48000,338400
05-11-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,9,50000,450000
05-11-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.45,48500,215825
05-11-2018,FY 19,16MM TATA TISCON FE500D (S),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.98,48000,431040
05-11-2018,FY 19,08MM TATA TISCON FE500D (S),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.73,49500,333135
05-11-2018,FY 19,10MM TATA TISCON FE500D (S),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.33,48000,303840
